Circoscrizione;Collegio Uninominale;Coalizione/lista;Candidato
SICILIA 2;SICILIA 2 - U03;ALLEANZA VERDI E SINISTRA,+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;CHIARA GUGLIELMINO
SICILIA 2;SICILIA 2 - U03;ITALIA SOVRA E POPOLARE;ALFIO MESSINA
SICILIA 2;SICILIA 2 - U01;AZIONE - ITALIA VIVA - CALENDA;SALVATORE LIUZZO
SICILIA 2;SICILIA 2 - U01;UNIONE POPOLARE CON DE MAGISTRIS;GIUSEPPE ZISA
SICILIA 2;SICILIA 2 - U01;ITALEXIT PER L'ITALIA;LUIGI MELILLI
SICILIA 2;SICILIA 2 - U01;SUD CHIAMA NORD;SALVATORE GIUSEPPE CANZONIERE
SICILIA 2;SICILIA 2 - U01;VITA;GIOVANNI GIUFFRIDA
SICILIA 2;SICILIA 2 - U01;MOVIMENTO 5 STELLE;EUGENIO SAITTA
SICILIA 2;SICILIA 2 - U01;FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;ANTONINO MINARDO
SICILIA 2;SICILIA 2 - U01;ALLEANZA VERDI E SINISTRA,+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LUIGI BELLASSAI
SICILIA 2;SICILIA 2 - U01;ITALIA SOVRA E POPOLARE;IRENE IAPICHINO
SICILIA 2;SICILIA 2 - U04;AZIONE - ITALIA VIVA - CALENDA;CONCETTA CARBONE
SICILIA 2;SICILIA 2 - U04;UNIONE POPOLARE CON DE MAGISTRIS;NICOLA CANDIDO
SICILIA 2;SICILIA 2 - U04;ITALEXIT PER L'ITALIA;GIOVANNI CALLERI
SICILIA 2;SICILIA 2 - U04;SUD CHIAMA NORD;LUIGI FIUMARA
SICILIA 2;SICILIA 2 - U04;VITA;GABRIELLA RANDISI
SICILIA 2;SICILIA 2 - U04;MOVIMENTO 5 STELLE;MARIA CONCETTA DI PIETRO
SICILIA 2;SICILIA 2 - U04;FRATELLI D'ITALIA CON GIORGIA MELONI,FORZA ITALIA,LEGA PER SALVINI PREMIER,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;GIOVANNI LUCA CANNATA
SICILIA 2;SICILIA 2 - U04;ALLEANZA VERDI E SINISTRA,+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LUCIA AZZOLINA
SICILIA 2;SICILIA 2 - U04;ITALIA SOVRA E POPOLARE;LUCIA ARMENIA
SARDEGNA;SARDEGNA - U01;UNIONE POPOLARE CON DE MAGISTRIS;CLAUDIA ORTU
SARDEGNA;SARDEGNA - U01;AZIONE - ITALIA VIVA - CALENDA;FRANCESCO STARA
SARDEGNA;SARDEGNA - U01;ITALEXIT PER L'ITALIA;ROBERTA MORO
SARDEGNA;SARDEGNA - U01;MOVIMENTO 5 STELLE;MAURO CONGIA
SARDEGNA;SARDEGNA - U01;FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER,FORZA ITALIA;UGO CAPPELLACCI
SARDEGNA;SARDEGNA - U01;VITA;MARIO ARESU
SARDEGNA;SARDEGNA - U01;ITALIA SOVRA E POPOLARE;NICOLA SANNA
SARDEGNA;SARDEGNA - U01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA;ANDREA FRAILIS
SARDEGNA;SARDEGNA - U02;UNIONE POPOLARE CON DE MAGISTRIS;SABRINA MILANOVIC
SARDEGNA;SARDEGNA - U02;AZIONE - ITALIA VIVA - CALENDA;ALBERTO CACCIARRU
SARDEGNA;SARDEGNA - U02;ITALEXIT PER L'ITALIA;TIZIANA BALESTRINI
SARDEGNA;SARDEGNA - U02;MOVIMENTO 5 STELLE;LOREDANA LA BARBERA
SARDEGNA;SARDEGNA - U02;FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER,FORZA ITALIA;GIANNI LAMPIS
SARDEGNA;SARDEGNA - U02;VITA;MICHELA BENATI
SARDEGNA;SARDEGNA - U02;ITALIA SOVRA E POPOLARE;CLAUDIO SEDA
SARDEGNA;SARDEGNA - U02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA;FRANCA MARIA FARA
SARDEGNA;SARDEGNA - U03;UNIONE POPOLARE CON DE MAGISTRIS;GIAN FRANCA SALVAI
SARDEGNA;SARDEGNA - U03;AZIONE - ITALIA VIVA - CALENDA;STEFANO COINU
SARDEGNA;SARDEGNA - U03;ITALEXIT PER L'ITALIA;ROBERTO DE CICCO
SARDEGNA;SARDEGNA - U03;MOVIMENTO 5 STELLE;EMILIANO FENU
SARDEGNA;SARDEGNA - U03;FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER,FORZA ITALIA;BARBARA POLO
SARDEGNA;SARDEGNA - U03;VITA;STEFANO PELLEGRINO
SARDEGNA;SARDEGNA - U03;ITALIA SOVRA E POPOLARE;VALERIA SORU
SARDEGNA;SARDEGNA - U03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA;MICHELE PIRAS
SARDEGNA;SARDEGNA - U04;UNIONE POPOLARE CON DE MAGISTRIS;ANDREA LAI
SARDEGNA;SARDEGNA - U04;AZIONE - ITALIA VIVA - CALENDA;GIOVANNA MARIA PEDONI
SARDEGNA;SARDEGNA - U04;ITALEXIT PER L'ITALIA;ROBERTO LUPPU
SARDEGNA;SARDEGNA - U04;MOVIMENTO 5 STELLE;MARIO PERANTONI
SARDEGNA;SARDEGNA - U04;FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER,FORZA ITALIA;DARIO GIAGONI
SARDEGNA;SARDEGNA - U04;VITA;GIOVANNI ECCA
SARDEGNA;SARDEGNA - U04;ITALIA SOVRA E POPOLARE;ANNARELLA CASU
SARDEGNA;SARDEGNA - U04;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA;CARLA BASSU
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U01;AZIONE - ITALIA VIVA - CALENDA;ROBERTO SANI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U01;ITALIA SOVRA E POPOLARE;GIANFRANCO MERLIN
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U01;MOVIMENTO 5 STELLE;RUDI TRANQUILLINI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U01;LEGA PER SALVINI PREMIER,FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA;ANDREA DE BERTOLDI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U01;SŰDTIROLER VOLKSPARTEI (SVP) - PATT;LORENZO OSSANNA
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U01;VITA;ELIANA PECORARI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA;SARA FERRARI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U01;UNIONE POPOLARE CON DE MAGISTRIS;IVO CESTARI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U01;ITALEXIT PER L'ITALIA;MARTINA BATTAN
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U02;AZIONE - ITALIA VIVA - CALENDA;ALESSIA TAROLLI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U02;ITALIA SOVRA E POPOLARE;MICHELE BERTI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U02;MOVIMENTO 5 STELLE;MAURIZIO DAL BIANCO
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U02;LEGA PER SALVINI PREMIER,FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA;VANESSA CATTOI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U02;SŰDTIROLER VOLKSPARTEI (SVP) - PATT;ELENA ALBERTINI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U02;VITA;TOMMASO PAPPALARDO
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA;MICHELA CALZA'
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U02;UNIONE POPOLARE CON DE MAGISTRIS;IRENE CASTELLANI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U02;ITALEXIT PER L'ITALIA;MAURIZIO BISOFFI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U03;AZIONE - ITALIA VIVA - CALENDA;MAURO RANDI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U03;ITALIA SOVRA E POPOLARE;MARIA ROSA AVELLINO
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U03;MOVIMENTO 5 STELLE;ANGELO RIZZO
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U03;LEGA PER SALVINI PREMIER,FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA;SABRINA ADAMI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U03;SŰDTIROLER VOLKSPARTEI (SVP) - PATT;MANFRED SCHULLIAN
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U03;VITA;RENATE HOLZEISEN
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA;ELIDE MUSSNER
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U03;UNIONE POPOLARE CON DE MAGISTRIS;FRANCESCO ALBERTI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U03;ITALEXIT PER L'ITALIA;HANNES SCHICK
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U04;AZIONE - ITALIA VIVA - CALENDA;ENNIO CHIODI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U04;ITALIA SOVRA E POPOLARE;MARIA CRISTIANO
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U04;MOVIMENTO 5 STELLE;DAVIDE BARBIERI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U04;LEGA PER SALVINI PREMIER,FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA;PAOLA BINETTI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U04;SŰDTIROLER VOLKSPARTEI (SVP) - PATT;RENATE GEBHARD
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U04;VITA;FRANCESCO CESARI
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U04;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA;FRANZ PLONER
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U04;UNIONE POPOLARE CON DE MAGISTRIS;ELISABETTA STARITA
TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - U04;ITALEXIT PER L'ITALIA;ILARIA BATTISTETTI
ITALIA;VALLE D'AOSTA - U01;ITALIA SOVRA E POPOLARE;LOREDANA AUGUSTA RONC
ITALIA;VALLE D'AOSTA - U01;VALLE D'AOSTA APERTA;ERIKA GUICHARDAZ
ITALIA;VALLE D'AOSTA - U01;LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA;EMILY MARINELLA RINI
ITALIA;VALLE D'AOSTA - U01;LA REISSANCE VALDÔTAINE;GIOVANNI GIRARDINI
ITALIA;VALLE D'AOSTA - U01;PARTITO COMUNISTA ITALIANO;DAVIDE IANNI
ITALIA;VALLE D'AOSTA - U01;UNIONE POPOLARE CON DE MAGISTRIS;LOREDANA DE ROSA
ITALIA;VALLE D'AOSTA - U01;VALLÉE D’AOSTE – AUTONOMIE PROGRÈS FÉDÉRALISME;FRANCO MANES
